train_window,forecast_year,calendar_year,month,information_date,target_quarter_end,months_before_quarter_end,latest_released_monthly_period,latest_released_gdp_quarter_end,bridge_gdp_raw,actual_gdp_raw,bridge_nowcast_error_raw,bridge_abs_error_raw,bridge_squared_error_raw,model_loading_gdp_raw,macro_S_target_nowcast,real_S_target_nowcast,nominal_S_target_nowcast
201101_202012,2021,2021,2021-02,2021-02-28,2021-03,1,2021-02,2021-01,8.695839053450335,18.9,-10.204160946549663,10.204160946549663,104.12490062308932,9.885060355260464,8.26279431518985,-31.08686809667533,-16.190554396144254
201101_202012,2021,2021,2021-03,2021-03-31,2021-03,0,2021-03,2021-01,10.820162660122438,18.9,-8.07983733987756,8.07983733987756,65.28377143887968,13.613745509550624,9.191177132179336,-117.14602098460485,-16.999202871785254
201101_202012,2021,2021,2021-04,2021-04-30,2021-06,2,2021-04,2021-04,7.405728148749558,8.1,-0.6942718512504413,0.6942718512504413,0.4820134034387149,7.419945729354906,25.22849687649349,108.12705481324774,-13.561902847627618
201101_202012,2021,2021,2021-05,2021-05-31,2021-06,1,2021-05,2021-04,5.635251581283694,8.1,-2.4647484187163053,2.4647484187163053,6.074984767564528,4.186498684337656,35.44815411499795,234.38081901680616,-13.878590453571432
201101_202012,2021,2021,2021-06,2021-06-30,2021-06,0,2021-06,2021-04,8.443211259584935,8.1,0.343211259584935,0.343211259584935,0.1177939687058776,9.064567525814674,41.09180495185871,142.53338281333376,-13.719778032387786
201101_202012,2021,2021,2021-07,2021-07-31,2021-09,2,2021-07,2021-07,9.067853999360253,5.5,3.5678539993602527,3.5678539993602527,12.729582160750953,10.284734667750325,30.552507666705992,63.59724071105484,-11.67957268816929
201101_202012,2021,2021,2021-08,2021-08-31,2021-09,1,2021-08,2021-07,5.974034784322855,5.5,0.4740347843228552,0.4740347843228552,0.2247089767480158,4.821131545558266,32.10293642886121,203.3289373411352,-13.564769787224124
201101_202012,2021,2021,2021-09,2021-09-30,2021-09,0,2021-09,2021-07,5.914984296170744,5.5,0.4149842961707435,0.4149842961707435,0.1722119660683273,4.641955686624176,38.67497558012793,238.44776027515147,-15.429312677923308
201101_202012,2021,2021,2021-10,2021-10-31,2021-12,2,2021-10,2021-10,9.706776160029785,4.5,5.206776160029783,5.206776160029783,27.11051798065449,11.17260591353342,51.23688278915312,138.92721037612364,-14.552008342875949
201101_202012,2021,2021,2021-11,2021-11-30,2021-12,1,2021-11,2021-10,6.911808714480892,4.5,2.411808714480892,2.411808714480892,5.816821275245973,6.441608815576824,34.743438803847745,176.40304675461607,-11.603972793364273
201101_202012,2021,2021,2021-12,2021-12-31,2021-12,0,2021-12,2021-10,5.976302357991541,4.5,1.4763023579915409,1.4763023579915409,2.1794686522113835,4.767782388892151,37.111971865154686,228.0779584145629,-9.076447445447126
201201_202112,2022,2022,2022-01,2022-01-31,2022-03,2,2022-01,2022-01,3.5004269832030923,4.8,-1.2995730167969075,1.2995730167969075,1.6888900259866153,3.229485314704635,-51.912598372274985,-12.519821395015803,-0.476172666620928
201201_202112,2022,2022,2022-02,2022-02-28,2022-03,1,2022-02,2022-01,3.4760652003904355,4.8,-1.3239347996095645,1.3239347996095645,1.7528033536172172,3.1998140038171883,-43.905017584806615,-14.819714873604404,-5.430350429609115
201201_202112,2022,2022,2022-03,2022-03-31,2022-03,0,2022-03,2022-01,5.927399254073352,4.8,1.1273992540733522,1.1273992540733522,1.271029078085151,5.863556789444149,-19.433391969869252,-1.3107040566540586,-6.332919170332167
